,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch
64,Laptop Asus VivoBook Pro 15 OLED K3500PC i7 11370H/16GB/512GB/4GB RTX3050/Win10 (L1046T),31.990.000₫,,,5 bình luận,Intel Core i7 Tiger Lake - 11370H,4,8,3.30 GHz,Turbo Boost 4.8 GHz,12 MB,16 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 63 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,100% DCI-P3|400 nits|OLED,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,Vỏ kim loại,Windows 10 Home SL,2021
65,Laptop Dell Latitude 3520 i7 1165G7/8GB/512GB/Win10 Pro (70261780),30.990.000₫,,,,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek ALC3204,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 kg,Vỏ nhựa,Windows 10 Pro,2021
66,Laptop Dell Gaming G15 5515 R7 5800H/8GB/512GB/4GB RTX3050/120Hz/Office H&S2019/Win10 (70258049),30.990.000₫,,,1 bình luận,AMD Ryzen 7 - 5800H,8,16,3.20 GHz,4.4 GHz,16 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Không hỗ trợ khe cắm HDD|Không hỗ trợ khe cắm SSD M2 mở rộng thêm|512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))","Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 56 Wh",15.6 inch,Full HD (1920 x 1080),120 Hz,Chống chói Anti Glare|WVA,,Nahimic Audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 357.2 mm - Rộng 272.1 mm - Dày 26.9 mm - Nặng 2.81 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021
67,Laptop Dell Inspiron 7501 i5 10300H/8GB/512GB/4GB GTX1650Ti/Win10 (N5I5012W),30.490.000₫,,,14 bình luận,Intel Core i5 Comet Lake - 10300H,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),2933 MHz,24 GB,512 GB SSD NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card rời - NVIDIA GeForce GTX 1650Ti 4 GB,"3-cell Li-ion, 56 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,LED Backlight - AntiGlare|100% sRGB|Độ sáng 300 nits|WVA,,Realtek High Definition Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|USB Type-C,Micro SD,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,HD webcam,Bảo mật vân tay,Có,Dài 356.1 mm - Rộng 234.5 mm - Dày 18.9 mm - Nặng 1.9 kg,Vỏ kim loại,Windows 10 Home SL,2020
68,Laptop Dell Inspiron 7400 i5 1135G7/16GB/512GB/2GB MX350/Win10 (N4I5134W),30.490.000₫,4,6 đánh giá,23 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Card rời - NVIDIA GeForce MX350, 2 GB","4-cell Li-ion, 52 Wh",14 inch,QHD+ (2560 x 1600),60 Hz,100% sRGB|Chống chói Anti Glare|Tấm nền IPS|Độ sáng 300 nits,,High Definition (HD) Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera,Có,Dài 321.7 mm - Rộng 224.5 mm - Dày 16.75 mm - Nặng 1.35 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2020
69,Laptop Asus ZenBook UX425EA i7 1165G7/16GB/512GB/Cáp/Túi/Win10 (KI439T),30.190.000₫ *,,,26 bình luận,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Chống chói Anti Glare|LED Backlit|100% sRGB|400 nits,,Audio by Harman/Kardon,2 x Thunderbolt 4 USB-C|1 x USB 3.2|HDMI,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam|Camera IR,Độ bền chuẩn quân đội MLT STD 810G|Mở khóa khuôn mặt,Có,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2020
70,Laptop MSI Katana GF76 11UC i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Balo/Chuột/Win10 (441VN),29.990.000₫,,,,Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)|Không hỗ trợ khe cắm HDD|Không hỗ trợ khe cắm SSD M2 mở rộng thêm","Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 53 Wh",17.3 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|LED|Tấm nền IPS,,Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 398 mm - Rộng 273 mm - Dày 25.2 mm - Nặng 2.6 kg,Vỏ nhựa,Windows 10 Home SL,2021
71,Laptop Dell Gaming G3 15 i7 10750H/16GB/512GB/4GB GTX1650Ti/120Hz/Win10 (P89F002DBL),29.990.000₫,,,4 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933 MHz,16 GB,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),Card rời - NVIDIA GeForce GTX 1650Ti 4 GB,"3-cell Li-ion, 51 Wh",15.6 inch,Full HD (1920 x 1080),120 Hz,LED|WVA,,Nahimic 3,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Có,Dài 364.46 mm - Rộng 254 mm - Dày 30.96 mm - Nặng 2.58 kg,Vỏ nhựa,Windows 10 Home SL,2020
72,Laptop MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN),29.790.000₫,3,5 đánh giá,12 bình luận,Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,Không hỗ trợ khe cắm SSD M2 mở rộng thêm,"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 53 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,LED|Tấm nền IPS,,Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm - Nặng 2.1 kg,Vỏ nhựa,Windows 10 Home SL,2021
73,Laptop Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.001.),29.690.000₫,,,20 bình luận,Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Card rời - NVIDIA GeForce RTX3050Ti, 4 GB","4-cell Li-ion, 57 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|LED Backlit|Acer ComfyView,,Acer TrueHarmony|DTS X:Ultra Audio,Jack tai nghe 3.5 mm|3 x USB 3.2|HDMI|LAN (RJ45)|USB Type-C,,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
74,Laptop HP Envy 13 ba1535TU i7 1165G7/8GB/512GB/Win11 (4U6M4PA),29.890.000₫,,,,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),Từ 2666 MHz (Hãng công bố),Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 51 Wh",13.3 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|400 nits|Tấm nền IPS|Wled-backlit,,Bang & Olufsen audio,2x SuperSpeed USB A|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera|Tiêu chuẩn Nền Intel Evo,Có,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,Vỏ kim loại nguyên khối,Windows 11 Home SL,2021
75,Laptop Lenovo Yoga Duet 7 13IML05 i7 10510U/8GB/512GB/Touch/Pen/Win10 (82AS007CVN),29.490.000₫ *,5,4 đánh giá,13 bình luận,Intel Core i7 Comet Lake - 10510U,4,8,1.80 GHz,Turbo Boost 4.9 GHz,8 MB,8 GB,DDR4 (On board),2666 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel UHD Graphics,"Li-Polymer, 42 Wh",13 inch,WQHD (2160x1350),Hãng không công bố,Tấm nền IPS|450 nits Glossy|Dolby Vision,Có,Dolby AudioPremium,2 x USB Type-C (Power Delivery and DisplayPort)|USB Type-C|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),"Sau 5 MP, trước 5 MP",Digital Pen,Có,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.1683 kg,Vỏ kim loại,Windows 10 Home SL,2020
76,Laptop Asus TUF Gaming FX706HC i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HX009T),29.490.000₫,,,3 bình luận,Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 48 Wh",17.3 inch,Full HD (1920 x 1080),144 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS,,DTS Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Thunderbolt 4 USB-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 399 mm - Rộng 269 mm - Dày 23.9 mm - Nặng 2.6 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
77,Laptop Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),29.490.000₫,5,4 đánh giá,8 bình luận,Intel Core i7 Tiger Lake - 11370H,4,8,3.30 GHz,Turbo Boost 4.8 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,32 GB,512 GB SSD NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB","4-cell Li-ion, 76 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|Chống chói Anti Glare|Adaptive-Sync|250 nits,,Stereo speakers|DTS X:Ultra Audio,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|3 x USB 3.2|HDMI|LAN (RJ45),,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,Không tích hợp,,Có,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
78,Laptop Lenovo Yoga Duet 7 13ITL6 i5 1135G7/8GB/512GB/Touch/Pen/Win10 (82MA000PVN),28.590.000₫ *,,,,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,41 Wh,13 inch,WQHD (2160x1350),Hãng không công bố,450 nits Glossy|Gorilla 3|Tấm nền IPS,Có,Dolby AudioPremium,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|USB-C 3.2 Gen 1 (support data transfer and Always On)|USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0),Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),"Sau 5 MP, trước 5 MP",Digital Pen,Có,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.1683 kg,Vỏ kim loại,Windows 10 Home SL,2021
79,Laptop Lenovo YOGA Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win10 (82EV0016VN),28.590.000₫ *,2.3,6 đánh giá,11 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"Li-Polymer, 50 Wh",13.3 inch,QHD (2560 x 1600),Hãng không công bố,300 nits Glossy|Chống chói Anti Glare|Dolby Vision|Tấm nền IPS,,Audio by Harman/Kardon|Dolby Atmos,2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Bản lề mở 180 độ|Mở khóa khuôn mặt|Tiêu chuẩn Nền Intel Evo|Độ bền chuẩn quân đội MLT STD 810G,Có,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,Windows 10 Home SL,2020
80,Laptop Lenovo Yoga 7 14ITL5 i7 1165G7/8GB/512GB/Touch/Pen/Win10 (82BH00CKVN),28.490.000₫ *,,,17 bình luận,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp - Intel Iris Xe Graphics,71 Wh,14 inch,Full HD (1920 x 1080),60 Hz,300 nits Glossy|Tấm nền IPS,Có,Dolby Atmos|Stereo speakers,1 x USB 3.2 (Always on)|2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera|Tiêu chuẩn Nền Intel Evo|TPM 2.0,Có,Dài 320.4 mm - Rộng 214.6 mm - Dày 17.7 mm - Nặng 1.43 kg,Vỏ kim loại,Windows 10 Home SL,2020
81,Laptop Asus Rog Zephyrus Gaming G14 GA401QH R7 5800HS/8GB/512GB/4GB GTX1650/144Hz/Túi/Win10 (HZ035T),28.990.000₫,3.4,11 đánh giá,33 bình luận,AMD Ryzen 7 - 5800HS,8,16,3.00 GHz,Turbo Boost 4.3 GHz,16 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,512 GB SSD NVMe PCIe,Card rời - NVIDIA GeForce GTX 1650 4 GB,"4-cell Li-ion, 76 Wh",14 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|Chống chói Anti Glare|100% sRGB|Độ sáng 300 nits,,Dolby Atmos,Jack tai nghe 3.5 mm|1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC|2 x USB 3.2|HDMI|USB Type-C,,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,Không tích hợp,Bảo mật vân tay,Có,Dài 324 mm - Rộng 220 mm - Dày 17.9 mm - Nặng 1.6 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
82,Laptop HP Pavilion Gaming 15 dk1159TX i7 10750H/8GB/32GB+512GB/4GB GTX1650Ti/Win10 (31J36PA),28.490.000₫ *,,,31 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 (2 khe),2933 MHz,32 GB,512 GB SSD NVMe PCIe|Intel Optane 32GB (H10)|Hỗ trợ khe cắm HDD SATA,Card rời - NVIDIA GeForce GTX 1650Ti 4 GB,"3-cell Li-ion, 52.5 Wh",15.6 inch,Full HD (1920 x 1080),Hãng không công bố,Tấm nền IPS|Chống chói Anti Glare|LED Backlit,,Bang & Olufsen audio,Jack tai nghe 3.5 mm|USB Type-C (Power Delivery and DisplayPort)|HDMI|LAN (RJ45)|3 x USB A,SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 360 mm - Rộng 256 mm - Dày 23.4 mm - Nặng 2.23 kg,Vỏ nhựa,Windows 10 Home SL,2021
83,Laptop Asus VivoBook Pro 15 OLED K3500PC i5 11300H/16GB/512GB/4GB RTX3050/Win10 (L1045T),28.590.000₫,,,4 bình luận,Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,16 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 63 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,100% DCI-P3|400 nits|OLED,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,Vỏ kim loại,Windows 10 Home SL,2021
84,Laptop Asus TUF Gaming FX506HCB i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN141T),27.990.000₫,,,19 bình luận,Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 48 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,DTS X:Ultra Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
85,Laptop Lenovo ThinkBook 14s Yoga ITL i7 1165G7/8GB/512GB/Touch/Pen/Win10 (20WE004EVN),27.890.000₫,,,7 bình luận,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,40 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card tích hợp - Intel Iris Xe Graphics,60Wh,14 inch,Full HD (1920 x 1080),,100% sRGB|Tấm nền IPS|Độ sáng 300 nits,Có,Sound by Dynaudio,"1 x USB 3.2|1 x USB 3.2 (Always on)|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bút cảm ứng|Bảo mật vân tay|Công tắc khóa camera,Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,Windows 10 Home SL,2021
86,Laptop Acer Swift 5 SF514 53T 720R i7 8565U/8GB/256GB/Touch/Win10 (NX.H7HSV.002),27.690.000₫,,,5 bình luận,Intel Core i7 Coffee Lake - 8565U,4,8,1.80 GHz,Turbo Boost 4.6 GHz,8 MB,8 GB,DDR4 (1 khe),2133 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,Card tích hợp - Intel UHD Graphics 620,2-cell Li-Polymer,14 inch,Full HD (1920 x 1080),Hãng không công bố,Tấm nền IPS,Có,Acer TrueHarmony|Dolby AudioPremium,HDMI|2 x USB 3.0|USB Type-C|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Có,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm - Nặng 0.94 kg,Nhôm - Magie,Windows 10 Home SL,2018
87,Laptop Lenovo Yoga Slim 7 14ITL05 i7 1165G7/8GB/512GB/Win10 (82A300DQVN),27.490.000₫ *,,,,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell, 60.7 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|300 nits Glossy|Tấm nền IPS,,Dolby Atmos|Stereo speakers,1 x USB 3.2|1 x USB 3.2 (Always on)|2 x Thunderbolt 4 USB-C|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Mở khóa khuôn mặt|Tiêu chuẩn Nền Intel Evo|TPM 2.0,Có,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Vỏ kim loại,Windows 10 Home SL,2021
88,Laptop Acer Nitro 5 Gaming AN515 57 50FT i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (NH.QD8SV.003),27.290.000₫,3.8,23 đánh giá,49 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Card rời - NVIDIA GeForce RTX3050, 4 GB","4-cell Li-ion, 57 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|LED Backlit|Acer ComfyView,,Acer TrueHarmony|DTS X:Ultra Audio,Jack tai nghe 3.5 mm|3 x USB 3.2|HDMI|LAN (RJ45)|USB Type-C,,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
89,Laptop Gigabyte Gaming G5 i5 11400H/16GB/512GB/4GB RTX3050/144Hz/Win10 (51S1121SH),26.990.000₫,,,2 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Card rời - NVIDIA GeForce RTX3050, 4 GB","4-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|Công nghệ IPS,,DTS X:Ultra Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Mini DisplayPort|USB 2.0|USB Type-C,SD,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
